@relation CardPriceDataset

@attribute ccs_average_price numeric
@attribute shift numeric
@attribute shift_3 numeric
@attribute shift_7 numeric
@attribute shift_21 numeric
@attribute shift_30 numeric
@attribute shift_90 numeric
@attribute shift_180 numeric
@attribute shift_365 numeric
@attribute ccsb_average_price numeric

@data
149.87,0,-0.01,0.5,1,-0.2,0.5,0.43,-0.35,151.89
3.69,0,0.01,2.39,2.73,-0.05,1.48,-0.2,-0.56,3.73
2.47,1.49,1.49,1.49,-0.47,1.49,1.49,1.49,-0.59,0.59
4,-0.6,-0.6,-0.6,0.03,-0.03,-0.6,-0.61,-0.26,9.89
1.35,1.76,1.76,1.76,-0.01,1.76,1.76,1.76,1.76,0.49
0.42,0,0,0,-0.18,-0.19,-0.32,-0.25,-0.77,0.52
5.23,0,3.39,3.39,3.39,0.04,2.29,1.33,0.85,1.19
1.29,-0.46,-0.47,0,0,0,-0.42,-0.39,-0.42,0.98
1.58,0,3.51,3.51,3.51,0,0.26,2.1,0.21,0.35
6.66,0.94,0.94,0.94,0.45,0.34,-0.13,1.91,1.01,14.15
6.66,0.94,0.94,0.94,0.45,0.34,-0.13,1.91,1.01,14.15
1.7,2.47,0,2.47,-0.09,2.47,0.02,-0.01,-0.71,1.65
0.49,-0.71,0,0,-0.71,0,0,-0.69,-0.76,1.73
0.49,-0.71,0,0,-0.71,0,0,-0.69,-0.76,1.73
0.49,-0.71,0,0,-0.71,0,0,-0.69,-0.76,1.73
0.42,-0.7,0,0,-0.7,-0.68,-0.26,-0.25,-0.25,1.38
0.25,0,0,0,0,0,-0.32,-0.8,-0.87,0.25
0.35,0,0,-0.73,-0.73,0,-0.1,-0.1,-0.71,0.35
1.09,-0.46,-0.46,-0.17,-0.17,-0.42,-0.46,-0.52,0,3.52
1.09,-0.46,-0.46,-0.17,-0.17,-0.42,-0.46,-0.52,0,3.52
1.79,0,0,0,-0.03,-0.03,-0.32,-0.22,-0.59,1.87
0.47,0,0,0,-0.71,0,-0.63,-0.02,-0.66,0.47
0.33,0,0,0,-0.78,0,-0.71,-0.6,-0.13,1.58
239.99,0,0,0,0,0,0,0,0,286.91
0.6,0,0,0,0,0,0.02,0.02,-0.7,0.6
0.35,0,-0.75,0,0,-0.76,0.06,-0.74,-0.71,0.35
0.35,0,-0.65,0,0,-0.81,-0.73,-0.89,-0.76,0.35
1.53,3.37,3.37,3.37,3.37,3.37,-0.44,-0.63,0.05,0.35
1.39,0,0,-0.36,0,-0.35,-0.44,0.28,0.28,2.48
1.39,0,0,-0.36,0,-0.35,-0.44,0.28,0.28,2.48
1.29,-0.32,0,-0.32,0,0,0,0.26,-0.21,1.87
1.29,-0.42,-0.38,-0.38,0.3,0.45,-0.5,-0.5,-0.13,5.45
1.29,-0.42,-0.38,-0.38,0.3,0.45,-0.5,-0.5,-0.13,5.45
9,0,0,0,0.06,0.06,0.13,0.13,-0.22,8.61
7.65,0,0,0.7,0.06,0.7,0.39,-0.15,0.36,6.46
2.67,2,0.32,2,2,2,0,2,0.44,2.15
0.59,-0.58,0,-0.58,0,-0.63,0,-0.74,0,1.48
7.68,0.12,0.12,0.12,0.48,0.48,0.6,0.71,-0.1,7.14
1.98,-0.01,-0.01,1.87,-0.01,2.19,1.87,1.87,2.09,1.97
2.08,0,3.24,3.24,3.24,3.24,2.53,-0.17,0.54,2.25
1.5,1.17,0,1.17,0.69,1.17,-0.19,-0.17,0.09,1.41
3.35,0,0,4.4,2.99,2.99,3.24,4.23,-0.16,1.77
1.72,0,2.51,2.51,2.51,2.51,0.93,1.49,1.49,1.72
5,0,-0.01,3.59,3.59,3.59,3.39,0.45,0.51,5.45
2.21,0,0,1.03,-0.08,1.03,1.03,1.13,1.13,2.28
0.39,-0.77,0,-0.2,0.11,0.11,0.11,-0.07,-0.11,0.39
0.33,-0.77,0,0,0,0,-0.17,-0.17,-0.74,1.48
1.21,-0.01,-0.01,3.84,-0.3,3.84,3.84,-0.28,-0.43,1.3
0.79,-0.63,-0.64,-0.04,-0.11,-0.06,0,0.34,0.61,2.08
1.36,2.09,2.09,2.09,-0.02,-0.01,-0.06,-0.31,0,0.42
0.74,-0.67,0,-0.68,-0.09,-0.7,-0.06,-0.21,-0.69,0.74
1.15,0,0,-0.09,-0.09,-0.09,0.01,0.28,-0.56,0.99
1.47,3.08,-0.01,0.01,0.06,3.9,0.14,0.17,0.11,1.44
0.35,0,-0.77,0,-0.75,0,-0.75,-0.13,-0.73,0.35
0.33,0,-0.78,0,-0.86,0,-0.76,-0.82,-0.74,0.33
0.29,0,0,0,0,0,0,0,0,1.28
0.4,0,-0.62,0,-0.62,0,-0.62,0,0,1.15
32.73,-0.12,-0.13,0,-0.05,-0.05,-0.13,-0.16,-0.15,40.78
32.73,-0.12,-0.13,0,-0.05,-0.05,-0.13,-0.16,-0.15,40.78
4.32,0,4.47,-0.07,4.47,-0.09,3.85,-0.2,-0.39,0.79
1.36,0.03,3.86,3.86,3.86,3.86,3.86,3.86,0.25,0.29
2.55,0,-0.01,-0.03,-0.15,-0.13,-0.23,0.73,0.74,2.52
1.34,0.02,0.02,-0.12,-0.16,-0.16,-0.05,0,0.02,1.52
2.19,0,-0.54,0,-0.11,-0.35,-0.4,0.05,-0.44,3.33
0.49,0,-0.81,-0.17,-0.81,0,-0.81,-0.29,-0.85,0.49
32.74,0,0.34,0,-0.02,0.06,0.3,0.28,0.43,23.44
32.74,0,0.34,0,-0.02,0.06,0.3,0.28,0.43,23.44
1.18,3.21,0.03,0.04,3.21,3.21,0,0,0,0.29
0.39,0,-0.78,-0.78,-0.79,0,0,0,0,0.39
0.35,-0.68,0,-0.1,-0.1,-0.29,0,0,0,0.49
1.11,-0.01,2.96,-0.03,2.96,-0.01,0,0,0,0.29
1.11,-0.01,2.96,-0.03,2.96,-0.01,0,0,0,0.29
1.58,0,0,0.14,0,0,0,0,0,1.58
0.25,0,0,0,0,0,0,0,0,0.25
0.69,0,0,-0.76,-0.78,-0.83,-0.8,-0.77,-0.31,0.49
0.49,0,0,-0.93,0,0,-0.91,-0.68,0.17,0.49
0.69,-0.59,0,0,-0.65,-0.67,0.17,-0.31,-0.68,0.69
0.36,-0.79,0,0,-0.84,-0.85,0,-0.1,-0.83,0.36
1.3,3.64,0.01,0.02,0.02,3.64,0.01,0.53,0.16,1.35
2.17,0.82,-0.02,0.82,0.82,-0.07,0.51,0.32,0.05,2.11
0.33,-0.69,-0.69,0,0,-0.72,0,0,-0.77,0.33
0.25,0,0,0,-0.82,0,-0.8,-0.32,-0.78,0.25
0.31,0,0,0,0,0,-0.11,-0.11,-0.76,0.31
2.49,-0.05,0,-0.05,2.15,0.03,1.8,-0.13,2.28,0.59
0.31,-0.75,0,-0.75,0,0,-0.16,-0.16,-0.74,0.31
0.35,-0.69,0,-0.69,0,0,-0.7,-0.83,-0.72,1.17
0.39,0,0,0,-0.71,-0.85,0,0,0,0.39
0.33,0,0,0,0,0,-0.82,0,-0.76,0.33
0.33,0,0,0,0,-0.87,-0.86,-0.08,-0.73,0.33
1.5,0,1.78,0,1.78,-0.05,2.06,-0.48,1.46,1.72
1.1,-0.19,1.5,-0.19,1.68,1.5,1.5,0.96,-0.25,1.4
2.82,3.78,-0.02,3.15,4.76,4.76,-0.07,4.76,0.61,0.59
0.25,-0.81,0,0,0,-0.88,-0.87,0,-0.77,0.25
0.49,0,0,0,0,-0.73,-0.7,0.53,-0.75,0.39
1.99,0,-0.12,0,0.01,0.01,0.67,1.62,-0.49,1.99
0.76,-0.69,0,-0.67,-0.68,0.01,-0.65,-0.79,-0.65,0.7
0.89,-0.73,0,-0.71,-0.7,0,0.51,0.29,-0.63,0.89
4.35,0.4,0.4,0.4,-0.01,0.45,0.45,0.45,-0.06,4.47
222.08,-0.66,-0.66,-0.66,0.14,-0.66,-0.04,-0.67,-0.03,16.3
222.08,-0.66,-0.66,-0.66,0.14,-0.66,-0.04,-0.67,-0.03,16.3
2.29,0,0,0,0,0,-0.35,0.65,0.13,3.28
4.33,0.1,0.1,0.1,0.03,0.1,0.01,1.02,0.16,4.33
0.31,0,0,0,0,0,0,-0.22,-0.22,0.31
0.59,0,0,0.05,0.23,0.05,0.04,-0.36,-0.61,5.1
1.37,0,3.57,3.57,-0.04,3.57,0.11,0.57,0.05,0.3
0.42,0,-0.86,0,-0.86,-0.87,0.05,-0.62,-0.71,0.35
0.47,-0.71,-0.71,0,0,-0.68,-0.7,-0.67,-0.63,0.39
0.3,0,-0.66,0,-0.7,-0.67,-0.14,-0.85,-0.77,0.35
13.27,0.11,0.11,0.11,-0.03,-0.01,-0.02,-0.03,0.22,11.99
1.28,0,0,0,0,0,-0.69,0.29,-0.53,1.28
0.54,0,0.1,0.1,0.1,0.04,0.1,0.1,-0.35,0.54
30.99,0,0,0,-0.11,-0.11,-0.38,-0.13,-0.32,30.99
30.99,0,0,0,-0.11,-0.11,-0.38,-0.13,-0.32,30.99
1.83,-0.55,-0.55,0,-0.55,-0.07,-0.59,-0.23,-0.67,4.15
0.79,0,-0.69,-0.69,-0.69,-0.7,-0.12,-0.77,-0.55,0.79
1.8,0,0,-0.19,0.13,0.03,-0.08,-0.17,-0.01,0.94
0.99,0,0,0,-0.83,0,0,0,-0.83,5.15
0.47,0,-0.55,-0.55,-0.55,-0.55,-0.18,-0.73,-0.63,0.47
2.48,0.01,0.01,0.01,-0.05,-0.13,-0.08,-0.07,-0.06,2.45
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
2.03,0,0.06,0.03,-0.75,-0.04,0.09,0,0,2.03
0.49,-0.76,0,0,0.4,0.26,-0.17,-0.21,-0.2,2.09
22.82,0,0,0,9.23,0,9.92,0,27.52,22.82
4.4,0,0.04,0.07,0.79,1,0,0,0,4.24
1.85,0,2.63,0.01,1.89,-0.02,1.68,2.14,-0.09,1.95
0.59,0,0,0,0,0,0,0,0,1.33
0.35,0,0,0,0,-0.1,0,0,0,0.35
0.31,0,0,0,-0.86,0,-0.88,-0.89,-0.74,0.31
1.09,-0.03,0,2.11,-0.04,2.11,0.03,1.6,-0.56,0.35
1.46,1.61,-0.01,1.61,-0.12,-0.02,0.64,0.46,0.05,0.41
3.48,10.6,10.6,-0.01,-0.14,-0.15,10.6,-0.57,1.16,0.3
0.41,0,0,0,0.08,-0.61,0,0,-0.67,0.37
0.33,-0.78,-0.78,0,-0.11,-0.79,0,0,-0.17,1.52
0.44,-0.77,-0.77,0,0,-0.8,0.1,0.05,0.13,0.41
2.91,0,0.24,7.31,7.31,7.31,7.31,0.84,0.56,2.84
1.4,0,0.1,2.89,0.08,2.89,3.38,0.09,0.24,1.3
0.89,0,-0.36,0,-0.1,-0.36,0,0.31,0.31,1.36
0.32,0,-0.82,0,0,-0.82,0,-0.2,-0.2,1.78
0.35,0,-0.79,0,0,-0.81,0,-0.92,0,6.43
0.79,-0.44,-0.44,0,0,0,-0.45,0.14,-0.53,1.25
3.89,-0.25,-0.26,0,0,0,-0.16,-0.08,1.65,5.08
3.89,-0.25,-0.26,0,0,0,-0.16,-0.08,1.65,5.08
1.19,0,0,0,0,-0.52,0.61,2.61,1.9,1.19
241.17,0,-0.08,-0.08,0.04,0.06,0.96,0.29,0.08,284.61
241.17,0,-0.08,-0.08,0.04,0.06,0.96,0.29,0.08,284.61
2.66,0,0,-0.03,-0.08,-0.08,0,-0.11,-0.62,2.39
0.4,0,-0.69,0,0,0,-0.78,-0.69,-0.86,0.4
0.99,0,0,0,-0.21,-0.2,0,0,-0.19,0.99
1.39,0.02,1.84,0.01,1.84,1.84,1.84,1.84,-0.72,1.46
59.48,0,0,0,0,0,0.11,0.12,0.11,55.44
59.48,0,0,0,0,0,0.11,0.12,0.11,55.44
0.51,0,-0.54,-0.54,-0.63,-0.63,0.13,-0.25,-0.69,0.47
0.79,0,0,0,-0.2,-0.2,-0.46,-0.48,-0.58,1.04
0.25,0,0,0,-0.82,0,-0.83,0,-0.6,1.23
4.24,0,0,0,0,0,0.13,0.25,0.16,4.24
1.39,-0.8,0,0,-0.87,-0.87,-0.89,-0.86,-0.28,9.4
169.99,0,-0.92,0,-0.83,0,-0.82,0,0,169.99
1.74,-0.72,0,0,0,0,-0.15,-0.19,-0.65,1.74
0.66,-0.67,0,0,0,0.12,0.03,-0.07,-0.63,1.94
0.84,-0.74,0,0,0.02,-0.78,-0.75,-0.56,-0.52,3.08
5.39,0,-0.67,0,0,0,0.04,0.08,-0.64,5.39
312.59,0,0.12,0,0,0,-0.04,-0.01,-0.03,284.59
312.59,0,0.12,0,0,0,-0.04,-0.01,-0.03,284.59
13.16,5.61,5.61,-0.31,5.61,10.06,10.06,9.2,0.17,12.58
0.7,0,0,0,-0.09,-0.09,0,-0.27,-0.44,0.77
1.94,0,0.87,-0.02,0.96,-0.03,0.96,0.72,-0.47,2
1.14,0,3.52,-0.14,-0.08,3.52,-0.14,3.52,3.52,0.25
1.31,0,2.74,-0.06,-0.08,2.74,3.68,3.68,3.68,0.35
1.91,0,1.58,-0.07,1.42,0.04,1.77,1.77,1.77,1.94
2.03,0.58,0.58,-0.37,0.01,1.24,-0.25,0.4,0.12,2.22
2.01,-0.02,1.56,-0.05,0.07,0.05,1.7,-0.27,1.7,2.13
0.89,-0.69,0,0,0,-0.78,-0.57,-0.54,-0.68,0.89
6.04,0.59,0.59,0.59,0.59,0.59,-0.6,0.08,-0.25,3.49
7.47,-0.02,-0.02,-0.02,-0.04,-0.05,0.04,0.03,-0.11,6.96
8.52,-0.38,-0.38,0,-0.39,-0.43,-0.05,-0.48,-0.19,8.34
288.01,0.02,0,-0.02,-0.03,0,0.03,-0.11,-0.34,286.1
288.01,0.02,0,-0.02,-0.03,0,0.03,-0.11,-0.34,286.1
7.48,0,-0.02,0.01,1.42,1,1.42,-0.03,1.94,7.51
0.49,0,0,-0.62,0,0,-0.6,0.4,-0.2,1.24
209.98,0,0,0.19,0.19,-0.08,0.04,-0.08,41.42,160.95
209.98,0,0,0.19,0.19,-0.08,0.04,-0.08,41.42,160.95
101.94,0,0,0,0,0,-0.07,2.98,2.87,85.48
7.98,0,0.93,0.93,0.01,0.93,0.93,1.58,0.65,4.14
4.99,-0.57,-0.56,0,-0.61,0,-0.41,-0.1,-0.57,5.19
147.49,0,0,0,-0.03,0,0.88,-0.28,-0.27,147.49
147.49,0,0,0,-0.03,0,0.88,-0.28,-0.27,147.49
210.91,0.25,0.25,-0.04,-0.02,-0.06,0.25,0.56,-0.14,219.6
210.91,0.25,0.25,-0.04,-0.02,-0.06,0.25,0.56,-0.14,219.6
3.81,0,-0.03,0.04,0.04,-0.03,0.01,0.13,-0.15,1.34
1.26,0,2,2,2,1.86,-0.05,0.02,-0.08,0.42
2.64,0,3.47,2.83,2.83,3.63,-0.06,-0.06,0.01,0.69
0.62,0,-0.7,0,0,0,-0.64,-0.77,-0.63,0.62
0.89,0,0,-0.81,-0.82,-0.82,0,-0.83,-0.82,0.89
77.99,0,0,0,0,0,1.18,1.22,-0.22,77.99
77.99,0,0,0,0,0,1.18,1.22,-0.22,77.99
1.94,0,-0.43,-0.41,-0.62,0,-0.53,-0.56,-0.63,1.94
0.95,0,0,0,0.07,0.01,-0.66,-0.61,-0.57,0.95
1.54,0,0,0,0,0,-0.49,-0.49,-0.06,1.54
4.14,-0.55,0,-0.55,0.01,-0.53,-0.35,0.34,-0.69,4.39
3.49,-0.15,-0.15,-0.15,-0.76,-0.15,0.21,-0.15,-0.04,4.09
1.59,-0.58,0.09,-0.55,-0.56,0.34,0.09,-0.53,-0.31,1.19
0.54,-0.76,0,0,0.1,-0.74,0,0.04,-0.22,2.3
1.29,1.26,0,0,0.02,-0.01,2.07,-0.02,-0.44,0.58
4.01,0.24,0.11,0.02,-0.12,0.39,-0.32,0.24,0.61,3.34
3.92,2.29,0,-0.05,2.29,1.24,2.29,2.29,-0.18,1.19
0.56,0,0,0,-0.19,-0.19,-0.19,-0.62,-0.63,1.32
0.25,0,0,0,0,0,0,0,0,0.25
2.2,2.73,2.73,0.03,0.05,2.19,2.19,2.44,0.11,0.59
3.15,0.15,0.15,-0.03,0.47,0.47,-0.29,0.09,-0.08,3.39
85.99,0,0,-0.09,0,0,-0.21,0.08,-0.26,126.03
85.99,0,0,-0.09,0,0,-0.21,0.08,-0.26,126.03
1.3,2.71,2.71,2.71,2.71,2.71,2.71,0.05,2.33,0.35
37.95,-0.44,-0.44,0,-0.43,0,0.27,-0.06,-0.84,66.14
37.95,-0.44,-0.44,0,-0.43,0,0.27,-0.06,-0.84,66.14
0.79,0,0,0,0,0,-0.62,0,0,0.79
17.99,0,0,0,0,0,0.02,-0.13,-0.31,17.99
3.46,-0.06,-0.06,-0.45,-0.13,-0.13,-0.52,-0.52,-0.69,2.94
3.59,0,0,0,0,0,-0.69,-0.71,-0.55,3.59
4.37,0.25,0.25,0.21,0.25,0.19,0.12,-0.23,-0.5,3.59
2.74,0,0,-0.28,-0.3,-0.05,-0.14,-0.08,-0.39,2.74
0.92,-0.71,0,0,-0.71,-0.73,0.03,0.24,-0.69,1.09
299.99,0.1,0,0,0.31,0.33,-0.01,-0.02,-0.16,10.19
299.99,0.1,0,0,0.31,0.33,-0.01,-0.02,-0.16,10.19
0.49,-0.68,0,0,-0.69,0.4,-0.74,-0.59,-0.53,0.49
2.06,2.22,2.22,-0.04,-0.04,-0.06,2.12,0.01,0.42,2.14
0.25,0,0,-0.83,-0.83,0,-0.8,0,0,1.39
89.99,0,-0.18,-0.18,-0.22,-0.21,-0.15,0,-0.15,110.78
690.29,-0.37,-0.37,-0.37,0,0.06,-0.37,-0.37,-0.17,787.68
690.29,-0.37,-0.37,-0.37,0,0.06,-0.37,-0.37,-0.17,787.68
2.38,0,-0.42,0,0.05,-0.3,-0.75,-0.75,0.95,2.27
2.38,0,-0.42,0,0.05,-0.3,-0.75,-0.75,0.95,2.27
8.93,0.64,0.64,-0.02,-0.03,-0.07,0.64,0,-0.25,7.93
1874.75,0,0,0,0,0,-0.32,-0.32,-0.47,1866.33
1.17,0,3.68,-0.05,-0.06,-0.06,3.68,-0.18,0.05,1.26
0.62,-0.62,0,-0.1,-0.1,-0.1,-0.76,-0.74,-0.86,1.68
0.79,-0.64,0,0,-0.68,-0.67,-0.75,-0.2,0,0.69
2.08,1.93,2.15,-0.02,0.08,0.07,-0.16,-0.45,0.19,0.49
5.76,0.65,0.65,0.29,0.41,0.19,-0.1,0.09,-0.42,6.3
5.76,0.65,0.65,0.29,0.41,0.19,-0.1,0.09,-0.42,6.3
19.99,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.09,-0.2,19.99
2.38,0,1.77,0,2.26,2.5,3.41,3.03,0,0.68
67.12,0,-0.43,-0.03,-0.43,-0.06,-0.42,-0.42,0.04,176.66
67.12,0,-0.43,-0.03,-0.43,-0.06,-0.42,-0.42,0.04,176.66
34.99,0,-0.29,0,0,-0.29,-0.29,0,0,37.13
2.14,0,-0.46,-0.46,-0.19,-0.45,-0.22,-0.25,-0.34,3.52
150.99,0,-0.58,-0.58,0,0,0,-0.33,15.32,197.64
150.99,0,-0.58,-0.58,0,0,0,-0.33,15.32,197.64
2.99,0,0,0,0,0,0.07,-0.47,-0.07,2.93
25.61,-0.06,-0.05,-0.05,0.04,0.03,0.08,-0.24,-0.07,24.99
0.32,-0.72,0,0,-0.72,0,0,0,-0.86,0.32
0.42,-0.71,0,0,-0.69,-0.69,-0.05,-0.14,-0.7,0.42
0.25,-0.78,0,0,-0.8,0,0,-0.8,0,0.25
2.29,0,-0.51,0,-0.46,0,0,0.15,-0.15,2.29
0.32,0,0,-0.78,0,0,-0.78,-0.73,-0.76,0.32
0.42,0,0,-0.73,0,0,-0.74,-0.37,-0.66,0.42
0.37,-0.52,-0.52,-0.71,-0.52,-0.52,-0.72,-0.66,-0.76,0.37
0.49,0,0,0,-0.17,-0.17,-0.75,-0.7,-0.71,1.73
1.07,-0.01,2.57,2.57,2.57,2.57,1.97,-0.43,-0.34,0.3
0.55,-0.73,0,0,0.02,-0.77,-0.11,-0.23,-0.7,0.55
0.31,0,0,0,-0.83,0,-0.21,-0.82,-0.74,0.31
0.48,0,-0.75,0,0,-0.06,-0.33,-0.33,-0.74,0.47
1.61,2.35,2.35,0.24,0.03,2.35,0.01,0.01,0.26,0.48
0.35,0,-0.83,0,-0.82,0,-0.81,-0.34,-0.72,0.35
0.49,0,-0.82,0,-0.7,-0.79,-0.89,-0.78,-0.68,0.49
0.35,0,-0.92,0,0,0,0,-0.94,-0.75,0.35
94.99,0,-0.45,0,0,0.01,0.06,0.36,-0.14,94.99
34.99,0,0,0.15,0.12,0.09,-0.05,0,0,25.99
34.99,0,0,0.15,0.12,0.09,-0.05,0,0,25.99
0.49,0,-0.61,0,0,0,0,-0.09,-0.51,1.48
0.49,0,-0.61,0,0,0,0,-0.09,-0.51,1.48
1.79,-0.71,0,0,0,-0.7,-0.74,-0.83,-0.18,7.28
0.49,0,-0.67,0,0,0,0,-0.65,0.26,1.74
1.2,0.03,2.08,2.08,2.08,0,0,0,0,1.2
1.57,0.59,0.59,0.59,-0.34,0.22,0.59,0.44,0.87,0.99
4.29,0,-0.34,-0.37,0.02,-0.39,-0.34,-0.14,-0.29,3.49
7.03,-0.06,-0.06,-0.06,-0.06,-0.06,-0.3,-0.41,-0.72,6.99
3.88,1.69,1.69,0.02,1.69,1.19,-0.05,1.44,-0.49,1.89
49.99,0,-0.07,-0.07,-0.17,-0.06,-0.11,-0.38,6.67,50.79
49.99,0,-0.07,-0.07,-0.17,-0.06,-0.11,-0.38,6.67,50.79
35.29,19.52,19.28,18.83,18.83,0.39,0.6,19.64,17.48,5.99
35.29,19.52,19.28,18.83,18.83,0.39,0.6,19.64,17.48,5.99
0.35,0,-0.7,0,0,0,0,-0.67,0,1.12
0.25,0,0,0,0,0,-0.82,-0.79,-0.78,0.25
0.52,0,-0.64,0,-0.09,-0.09,-0.09,-0.74,-0.66,1.28
3.49,0,0,-0.9,0,0,0,-0.68,0,41.17
3.99,0,0,-0.6,0,0,0,-0.51,0.14,9.6
0.35,0,0,0,0,0,-0.17,-0.42,-0.73,0.35
0.45,0,-0.73,0,0,-0.74,0,-0.02,0.1,0.45
0.35,0,0,0,0,-0.79,0,0,0,1.59
0.25,-0.84,-0.84,-0.84,0,0,0,0,-0.8,0.25
1.19,3.76,-0.01,0.05,-0.03,3.76,0.08,2.22,-0.38,1.17
0.46,0,0,-0.72,0,0,0,-0.18,-0.22,1.68
0.29,-0.79,0,-0.79,0,-0.79,0,0,0,0.29
0.49,-0.82,0,-0.82,0,-0.82,0.26,0.26,-0.23,0.49
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
0.89,0,0,0,0,-0.56,-0.6,0,0,1.57
70.99,0,0,-0.08,-0.08,2.39,3.05,-0.07,0.62,18.1
1.09,0,0,0,0,0,0,0.16,0,2.81
1.09,0,0,0,0,0,0,0.16,0,2.81
1.28,0,0,0,-0.46,-0.01,-0.01,-0.01,-0.51,2.28
1.28,0,0,0,-0.46,-0.01,-0.01,-0.01,-0.51,2.28
20.99,-0.25,-0.26,-0.07,-0.07,-0.28,-0.13,-0.39,-0.36,29.74
0.89,0,0,0,0,0,0,-0.89,-0.82,0.89
0.49,0,0,0,0,-0.78,0.75,-0.79,-0.29,1.62
0.43,0,0,0,0,0,0,-0.67,-0.27,1.24
0.54,0,0.06,0.02,-0.53,-0.02,0.08,-0.04,-0.52,1.27
4.55,0,0.38,-0.02,0.17,0.17,0.09,0.3,0.14,4.12
0.35,0,0,0,0.25,-0.79,-0.17,-0.75,-0.71,6.12
0.35,0,0,0,0.25,-0.79,-0.17,-0.75,-0.71,6.12
2.92,0,0,-0.23,-0.23,0.04,-0.17,-0.51,-0.69,2.41
0.33,0,0,-0.78,-0.77,-0.17,-0.17,-0.76,-0.78,1.6
3.89,0,0,0,0.35,0.35,0.17,0,-0.18,3.19
0.51,0,0,-0.66,-0.02,-0.02,-0.02,-0.66,-0.11,1.46
0.74,-0.53,-0.53,0,0.57,-0.55,0.37,-0.56,-0.59,1.77
0.52,-0.61,0,0,0,0,-0.04,-0.6,-0.72,1.33
0.49,0,0,-0.66,0,0.11,0.26,0,-0.64,1.31
0.42,0,0,0.14,-0.18,-0.18,-0.14,-0.61,-0.79,1.28
0.29,0,0,0,0,0,0,-0.77,-0.76,1.35
0.25,0,0,-0.82,-0.83,0,-0.8,-0.32,-0.79,1.43
2.34,6.09,6.09,0.1,6.09,6.09,6.09,5.16,5.16,0.33
1.91,4.79,4.79,4.79,4.79,4.79,0.1,3.9,3.9,0.33
1.68,5.72,0.17,5.72,5.72,5.72,5.72,5.72,5.72,0.25
5.67,0.13,15.2,15.2,0.13,15.2,15.2,3.76,15.2,0.35
0.87,0,0,2.22,2.22,0.02,-0.01,1.42,1.42,0.27
21.29,0,0,0,0,0,0,0,0,24.63
21.29,0,0,0,0,0,0,0,0,24.63
2.29,0,0,0,0,0,1.9,-0.76,1.9,8.84
0.35,0,0,0,0,0,0,-0.17,-0.1,0.35
0.35,0,0,0,-0.33,-0.22,-0.22,-0.24,-0.24,0.52
11.44,6.68,-0.06,-0.06,6.68,-0.02,9.5,-0.05,-0.17,1.49
1.92,2.92,2.92,-0.23,2.92,0.04,4.49,0.19,-0.38,0.49
0.28,0,0,0,0,0,0,-0.3,-0.3,0.28
1.57,0,2.74,2.74,2.57,2.57,-0.04,2.02,0.27,1.51
1.82,0,2.71,2.71,-0.06,2.71,-0.01,-0.1,0,1.73
1.13,-0.47,0,-0.51,-0.51,-0.08,-0.56,-0.76,0,7.55
1.13,-0.47,0,-0.51,-0.51,-0.08,-0.56,-0.76,0,7.55
1.33,3.03,3.03,3.03,3.03,-0.31,3.03,3.03,0.09,0.33
1.15,2.68,2.68,2.68,2.68,-0.38,2.26,-0.23,-0.05,0.31
2.2,5.29,5.29,-0.01,0.51,5.29,5.29,3.49,3.49,0.35
2.19,5.26,5.26,-0.54,-0.58,-0.58,5.26,3.47,0.61,7.3
1.12,3.48,3.48,-0.08,-0.07,-0.07,3.48,-0.63,0,0.25
0.3,0,0,-0.79,-0.79,0,-0.12,-0.73,-0.79,0.3
0.32,0,-0.8,0,0,-0.83,0,-0.16,-0.3,1.76
1.62,0,-0.51,0,0.12,-0.32,0.51,-0.38,1.42,3.24
0.35,0,-0.74,-0.1,0,0,0,0,0,1.36
0.39,0,-0.81,0,-0.82,-0.2,-0.81,-0.73,-0.07,0.39
0.33,0,-0.76,0,-0.76,-0.83,-0.83,-0.77,-0.86,0.33
1.91,3.78,-0.03,4.46,3.55,0.1,4.31,0.12,0.22,0.4
1.48,0,0,-0.43,-0.46,-0.01,-0.49,-0.54,-0.63,2.53
1.56,0,0,4.03,4.03,-0.01,3.22,2.71,2.9,0.31
3.94,0.44,0,-0.02,0.08,0.49,0.47,4.71,4.71,3.69
12.03,1.68,1.68,1.62,0.24,1.15,0.38,0.53,0.32,4.19
4.69,0,-0.38,0,0,-0.42,-0.46,0,0,7.82
4.69,0,-0.38,0,0,-0.42,-0.46,0,0,7.82
8.74,0.21,0.21,0.21,0.21,-0.51,0.02,0.25,-0.64,7.24
